"state","period","measure","unempl_rate"
"Pennsylvania","Jan 1985","seasonally adjusted","8.4"
"Rhode Island","Jan 1985","seasonally adjusted","5"
"South Carolina","Jan 1985","seasonally adjusted","6.5"
"South Dakota","Jan 1985","seasonally adjusted","4.7"
"Tennessee","Jan 1985","seasonally adjusted","7.9"
"Texas","Jan 1985","seasonally adjusted","6.4"
"Utah","Jan 1985","seasonally adjusted","6.3"
"Vermont","Jan 1985","seasonally adjusted","4.8"
"Virginia","Jan 1985","seasonally adjusted","5.3"
"Washington","Jan 1985","seasonally adjusted","8.8"
"West Virginia","Jan 1985","seasonally adjusted","14.4"
"Wisconsin","Jan 1985","seasonally adjusted","7"
"Wyoming","Jan 1985","seasonally adjusted","6.3"
"Alabama","Jan 1985","not seasonally adjusted","10.7"
"Alaska","Jan 1985","not seasonally adjusted","10.6"
"Arizona","Jan 1985","not seasonally adjusted","6.3"
"Arkansas","Jan 1985","not seasonally adjusted","9.7"
"California","Jan 1985","not seasonally adjusted","8"
"Colorado","Jan 1985","not seasonally adjusted","6.7"
"Connecticut","Jan 1985","not seasonally adjusted","5.6"
"Delaware","Jan 1985","not seasonally adjusted","6.5"
"District of Columbia","Jan 1985","not seasonally adjusted","8.6"
"Florida","Jan 1985","not seasonally adjusted","6.5"
"Georgia","Jan 1985","not seasonally adjusted","6.7"
"Hawaii","Jan 1985","not seasonally adjusted","5.7"
"Idaho","Jan 1985","not seasonally adjusted","9.3"
"Illinois","Jan 1985","not seasonally adjusted","9.9"
"Indiana","Jan 1985","not seasonally adjusted","9.4"
"Iowa","Jan 1985","not seasonally adjusted","8.7"
"Kansas","Jan 1985","not seasonally adjusted","5.6"
"Kentucky","Jan 1985","not seasonally adjusted","9.6"
"Louisiana","Jan 1985","not seasonally adjusted","11.8"
"Maine","Jan 1985","not seasonally adjusted","6.8"
"Maryland","Jan 1985","not seasonally adjusted","5.5"
"Massachusetts","Jan 1985","not seasonally adjusted","4.9"
"Michigan","Jan 1985","not seasonally adjusted","11.4"
"Minnesota","Jan 1985","not seasonally adjusted","7.2"
"Mississippi","Jan 1985","not seasonally adjusted","10.7"
"Missouri","Jan 1985","not seasonally adjusted","7.4"
"Montana","Jan 1985","not seasonally adjusted","9"
"Nebraska","Jan 1985","not seasonally adjusted","5.8"
"Nevada","Jan 1985","not seasonally adjusted","9.1"
"New Hampshire","Jan 1985","not seasonally adjusted","4.9"
"New Jersey","Jan 1985","not seasonally adjusted","6.2"
"New Mexico","Jan 1985","not seasonally adjusted","8.6"
"New York","Jan 1985","not seasonally adjusted","7.6"
"North Carolina","Jan 1985","not seasonally adjusted","7.2"
"North Dakota","Jan 1985","not seasonally adjusted","6.7"
"Ohio","Jan 1985","not seasonally adjusted","10"
"Oklahoma","Jan 1985","not seasonally adjusted","7.9"
"Oregon","Jan 1985","not seasonally adjusted","10.7"
"Pennsylvania","Jan 1985","not seasonally adjusted","9.1"
"Rhode Island","Jan 1985","not seasonally adjusted","6.5"
"South Carolina","Jan 1985","not seasonally adjusted","7.2"
"South Dakota","Jan 1985","not seasonally adjusted","5.6"
"Tennessee","Jan 1985","not seasonally adjusted","8.8"
"Texas","Jan 1985","not seasonally adjusted","6.8"
"Utah","Jan 1985","not seasonally adjusted","6.9"
"Vermont","Jan 1985","not seasonally adjusted","5.9"
"Virginia","Jan 1985","not seasonally adjusted","5.9"
"Washington","Jan 1985","not seasonally adjusted","10.3"
"West Virginia","Jan 1985","not seasonally adjusted","15.3"
"Wisconsin","Jan 1985","not seasonally adjusted","8"
"Wyoming","Jan 1985","not seasonally adjusted","7.4"
"Alabama","Feb 1985","seasonally adjusted","9.8"
"Alaska","Feb 1985","seasonally adjusted","9.5"
"Arizona","Feb 1985","seasonally adjusted","6"
"Arkansas","Feb 1985","seasonally adjusted","8.6"
"California","Feb 1985","seasonally adjusted","7.3"
"Colorado","Feb 1985","seasonally adjusted","5.8"
"Connecticut","Feb 1985","seasonally adjusted","4.9"
"Delaware","Feb 1985","seasonally adjusted","5.8"
"District of Columbia","Feb 1985","seasonally adjusted","8.5"
"Florida","Feb 1985","seasonally adjusted","6.1"
"Georgia","Feb 1985","seasonally adjusted","6.4"
"Hawaii","Feb 1985","seasonally adjusted","5.4"
"Idaho","Feb 1985","seasonally adjusted","7.6"
"Illinois","Feb 1985","seasonally adjusted","8.9"
"Indiana","Feb 1985","seasonally adjusted","8.3"
"Iowa","Feb 1985","seasonally adjusted","7.5"
"Kansas","Feb 1985","seasonally adjusted","5"
"Kentucky","Feb 1985","seasonally adjusted","8.7"
"Louisiana","Feb 1985","seasonally adjusted","11.1"
"Maine","Feb 1985","seasonally adjusted","5.7"
"Maryland","Feb 1985","seasonally adjusted","4.9"
"Massachusetts","Feb 1985","seasonally adjusted","4"
"Michigan","Feb 1985","seasonally adjusted","10.4"
"Minnesota","Feb 1985","seasonally adjusted","5.9"
"Mississippi","Feb 1985","seasonally adjusted","10.4"
"Missouri","Feb 1985","seasonally adjusted","6.8"
"Montana","Feb 1985","seasonally adjusted","7.5"
"Nebraska","Feb 1985","seasonally adjusted","4.8"
"Nevada","Feb 1985","seasonally adjusted","8"
"New Hampshire","Feb 1985","seasonally adjusted","4.2"
"New Jersey","Feb 1985","seasonally adjusted","5.7"
"New Mexico","Feb 1985","seasonally adjusted","8.3"
"New York","Feb 1985","seasonally adjusted","6.8"
"North Carolina","Feb 1985","seasonally adjusted","6.2"
"North Dakota","Feb 1985","seasonally adjusted","5.6"
"Ohio","Feb 1985","seasonally adjusted","8.9"
"Oklahoma","Feb 1985","seasonally adjusted","7.3"
"Oregon","Feb 1985","seasonally adjusted","9.4"
"Pennsylvania","Feb 1985","seasonally adjusted","8.3"
"Rhode Island","Feb 1985","seasonally adjusted","5"
"South Carolina","Feb 1985","seasonally adjusted","6.5"
"South Dakota","Feb 1985","seasonally adjusted","4.8"
"Tennessee","Feb 1985","seasonally adjusted","7.9"
"Texas","Feb 1985","seasonally adjusted","6.6"
"Utah","Feb 1985","seasonally adjusted","6.3"
"Vermont","Feb 1985","seasonally adjusted","4.9"
"Virginia","Feb 1985","seasonally adjusted","5.4"
"Washington","Feb 1985","seasonally adjusted","8.8"
"West Virginia","Feb 1985","seasonally adjusted","14.1"
"Wisconsin","Feb 1985","seasonally adjusted","7.1"
"Wyoming","Feb 1985","seasonally adjusted","6.3"
"Alabama","Feb 1985","not seasonally adjusted","10.5"
"Alaska","Feb 1985","not seasonally adjusted","11"
"Arizona","Feb 1985","not seasonally adjusted","5.5"
"Arkansas","Feb 1985","not seasonally adjusted","9.6"
"California","Feb 1985","not seasonally adjusted","7.8"
"Colorado","Feb 1985","not seasonally adjusted","6.7"
"Connecticut","Feb 1985","not seasonally adjusted","5.5"
"Delaware","Feb 1985","not seasonally adjusted","6.4"
"District of Columbia","Feb 1985","not seasonally adjusted","8.6"
"Florida","Feb 1985","not seasonally adjusted","5.8"
"Georgia","Feb 1985","not seasonally adjusted","6.6"
"Hawaii","Feb 1985","not seasonally adjusted","5.1"
"Idaho","Feb 1985","not seasonally adjusted","9.1"
"Illinois","Feb 1985","not seasonally adjusted","9.4"
"Indiana","Feb 1985","not seasonally adjusted","9.3"
"Iowa","Feb 1985","not seasonally adjusted","8.6"
"Kansas","Feb 1985","not seasonally adjusted","5.5"
"Kentucky","Feb 1985","not seasonally adjusted","10.1"
"Louisiana","Feb 1985","not seasonally adjusted","11.2"
"Maine","Feb 1985","not seasonally adjusted","7.1"
"Maryland","Feb 1985","not seasonally adjusted","5.3"
"Massachusetts","Feb 1985","not seasonally adjusted","4.5"
"Michigan","Feb 1985","not seasonally adjusted","10.8"
"Minnesota","Feb 1985","not seasonally adjusted","6.5"
"Mississippi","Feb 1985","not seasonally adjusted","10.5"
"Missouri","Feb 1985","not seasonally adjusted","7.7"
"Montana","Feb 1985","not seasonally adjusted","8.6"
"Nebraska","Feb 1985","not seasonally adjusted","5.7"
"Nevada","Feb 1985","not seasonally adjusted","8.4"
"New Hampshire","Feb 1985","not seasonally adjusted","4.9"
"New Jersey","Feb 1985","not seasonally adjusted","6.4"
"New Mexico","Feb 1985","not seasonally adjusted","8.4"
"New York","Feb 1985","not seasonally adjusted","7.3"
"North Carolina","Feb 1985","not seasonally adjusted","6.8"
"North Dakota","Feb 1985","not seasonally adjusted","6.7"
"Ohio","Feb 1985","not seasonally adjusted","9.6"
"Oklahoma","Feb 1985","not seasonally adjusted","8"
"Oregon","Feb 1985","not seasonally adjusted","10.9"
"Pennsylvania","Feb 1985","not seasonally adjusted","9.1"
"Rhode Island","Feb 1985","not seasonally adjusted","6.1"
"South Carolina","Feb 1985","not seasonally adjusted","6.9"
"South Dakota","Feb 1985","not seasonally adjusted","5.6"
"Tennessee","Feb 1985","not seasonally adjusted","8.6"
"Texas","Feb 1985","not seasonally adjusted","6.7"
"Utah","Feb 1985","not seasonally adjusted","7.3"
"Vermont","Feb 1985","not seasonally adjusted","5.9"
"Virginia","Feb 1985","not seasonally adjusted","5.8"
"Washington","Feb 1985","not seasonally adjusted","10.4"
"West Virginia","Feb 1985","not seasonally adjusted","15.4"
"Wisconsin","Feb 1985","not seasonally adjusted","8.5"
"Wyoming","Feb 1985","not seasonally adjusted","7.6"
"Alabama","Mar 1985","seasonally adjusted","9.6"
"Alaska","Mar 1985","seasonally adjusted","9.6"
"Arizona","Mar 1985","seasonally adjusted","6.1"
"Arkansas","Mar 1985","seasonally adjusted","8.6"
"California","Mar 1985","seasonally adjusted","7.2"
"Colorado","Mar 1985","seasonally adjusted","5.8"
"Connecticut","Mar 1985","seasonally adjusted","5"
"Delaware","Mar 1985","seasonally adjusted","5.6"
"District of Columbia","Mar 1985","seasonally adjusted","8.5"
"Florida","Mar 1985","seasonally adjusted","6.1"
"Georgia","Mar 1985","seasonally adjusted","6.6"
"Hawaii","Mar 1985","seasonally adjusted","5.3"
"Idaho","Mar 1985","seasonally adjusted","7.7"
"Illinois","Mar 1985","seasonally adjusted","8.9"
"Indiana","Mar 1985","seasonally adjusted","8.2"
"Iowa","Mar 1985","seasonally adjusted","7.5"
"Kansas","Mar 1985","seasonally adjusted","5"
"Kentucky","Mar 1985","seasonally adjusted","8.8"
"Louisiana","Mar 1985","seasonally adjusted","11.2"
"Maine","Mar 1985","seasonally adjusted","5.7"
"Maryland","Mar 1985","seasonally adjusted","4.8"
"Massachusetts","Mar 1985","seasonally adjusted","4"
"Michigan","Mar 1985","seasonally adjusted","10.3"
"Minnesota","Mar 1985","seasonally adjusted","5.9"
"Mississippi","Mar 1985","seasonally adjusted","10.3"
"Missouri","Mar 1985","seasonally adjusted","6.8"
"Montana","Mar 1985","seasonally adjusted","7.6"
"Nebraska","Mar 1985","seasonally adjusted","5"
"Nevada","Mar 1985","seasonally adjusted","8"
"New Hampshire","Mar 1985","seasonally adjusted","4.1"
"New Jersey","Mar 1985","seasonally adjusted","5.7"
"New Mexico","Mar 1985","seasonally adjusted","8.3"
"New York","Mar 1985","seasonally adjusted","6.8"
"North Carolina","Mar 1985","seasonally adjusted","6"
"North Dakota","Mar 1985","seasonally adjusted","5.7"
"Ohio","Mar 1985","seasonally adjusted","8.8"
"Oklahoma","Mar 1985","seasonally adjusted","7.3"
"Oregon","Mar 1985","seasonally adjusted","9.3"
"Pennsylvania","Mar 1985","seasonally adjusted","8.2"
"Rhode Island","Mar 1985","seasonally adjusted","5"
"South Carolina","Mar 1985","seasonally adjusted","6.6"
"South Dakota","Mar 1985","seasonally adjusted","4.8"
"Tennessee","Mar 1985","seasonally adjusted","8"
"Texas","Mar 1985","seasonally adjusted","6.7"
"Utah","Mar 1985","seasonally adjusted","6.3"
"Vermont","Mar 1985","seasonally adjusted","4.9"
"Virginia","Mar 1985","seasonally adjusted","5.5"
"Washington","Mar 1985","seasonally adjusted","8.7"
"West Virginia","Mar 1985","seasonally adjusted","13.9"
"Wisconsin","Mar 1985","seasonally adjusted","7.1"
"Wyoming","Mar 1985","seasonally adjusted","6.4"
"Alabama","Mar 1985","not seasonally adjusted","9.8"
"Alaska","Mar 1985","not seasonally adjusted","10.9"
"Arizona","Mar 1985","not seasonally adjusted","5.7"
"Arkansas","Mar 1985","not seasonally adjusted","8.9"
"California","Mar 1985","not seasonally adjusted","7.6"
"Colorado","Mar 1985","not seasonally adjusted","6.6"
"Connecticut","Mar 1985","not seasonally adjusted","5.1"
"Delaware","Mar 1985","not seasonally adjusted","6"
"District of Columbia","Mar 1985","not seasonally adjusted","8.5"
"Florida","Mar 1985","not seasonally adjusted","5.7"
"Georgia","Mar 1985","not seasonally adjusted","6.3"
"Hawaii","Mar 1985","not seasonally adjusted","4.9"
"Idaho","Mar 1985","not seasonally adjusted","9.1"
"Illinois","Mar 1985","not seasonally adjusted","9.1"
"Indiana","Mar 1985","not seasonally adjusted","8.7"
"Iowa","Mar 1985","not seasonally adjusted","8.2"
"Kansas","Mar 1985","not seasonally adjusted","5.4"
"Kentucky","Mar 1985","not seasonally adjusted","9.3"
"Louisiana","Mar 1985","not seasonally adjusted","11.1"
"Maine","Mar 1985","not seasonally adjusted","6.8"
"Maryland","Mar 1985","not seasonally adjusted","4.7"
"Massachusetts","Mar 1985","not seasonally adjusted","4.4"
"Michigan","Mar 1985","not seasonally adjusted","10.8"
"Minnesota","Mar 1985","not seasonally adjusted","6.6"
"Mississippi","Mar 1985","not seasonally adjusted","10.4"
"Missouri","Mar 1985","not seasonally adjusted","7.3"
"Montana","Mar 1985","not seasonally adjusted","8.7"
"Nebraska","Mar 1985","not seasonally adjusted","5.5"
"Nevada","Mar 1985","not seasonally adjusted","8"
"New Hampshire","Mar 1985","not seasonally adjusted","4.7"
"New Jersey","Mar 1985","not seasonally adjusted","6.3"
"New Mexico","Mar 1985","not seasonally adjusted","8.4"
"New York","Mar 1985","not seasonally adjusted","7"
"North Carolina","Mar 1985","not seasonally adjusted","6"
"North Dakota","Mar 1985","not seasonally adjusted","6.9"
"Ohio","Mar 1985","not seasonally adjusted","9.2"
"Oklahoma","Mar 1985","not seasonally adjusted","7.4"
"Oregon","Mar 1985","not seasonally adjusted","10.5"
"Pennsylvania","Mar 1985","not seasonally adjusted","8.6"
"Rhode Island","Mar 1985","not seasonally adjusted","5.5"
"South Carolina","Mar 1985","not seasonally adjusted","6.1"
"South Dakota","Mar 1985","not seasonally adjusted","5.7"
"Tennessee","Mar 1985","not seasonally adjusted","8.2"
"Texas","Mar 1985","not seasonally adjusted","6.7"
"Utah","Mar 1985","not seasonally adjusted","6.7"
"Vermont","Mar 1985","not seasonally adjusted","5.7"
"Virginia","Mar 1985","not seasonally adjusted","5.6"
"Washington","Mar 1985","not seasonally adjusted","9.3"
"West Virginia","Mar 1985","not seasonally adjusted","14.5"
"Wisconsin","Mar 1985","not seasonally adjusted","8.4"
"Wyoming","Mar 1985","not seasonally adjusted","7.5"
"Alabama","Apr 1985","seasonally adjusted","9.4"
"Alaska","Apr 1985","seasonally adjusted","9.7"
"Arizona","Apr 1985","seasonally adjusted","6.3"
"Arkansas","Apr 1985","seasonally adjusted","8.6"
"California","Apr 1985","seasonally adjusted","7.2"
"Colorado","Apr 1985","seasonally adjusted","5.9"
"Connecticut","Apr 1985","seasonally adjusted","5"
"Delaware","Apr 1985","seasonally adjusted","5.5"
"District of Columbia","Apr 1985","seasonally adjusted","8.5"
"Florida","Apr 1985","seasonally adjusted","6.1"
"Georgia","Apr 1985","seasonally adjusted","6.7"
"Hawaii","Apr 1985","seasonally adjusted","5.3"
"Idaho","Apr 1985","seasonally adjusted","7.8"
"Illinois","Apr 1985","seasonally adjusted","9"
"Indiana","Apr 1985","seasonally adjusted","8.2"
"Iowa","Apr 1985","seasonally adjusted","7.5"
"Kansas","Apr 1985","seasonally adjusted","5"
"Kentucky","Apr 1985","seasonally adjusted","8.9"
"Louisiana","Apr 1985","seasonally adjusted","11.3"
"Maine","Apr 1985","seasonally adjusted","5.6"
"Maryland","Apr 1985","seasonally adjusted","4.8"
"Massachusetts","Apr 1985","seasonally adjusted","4"
"Michigan","Apr 1985","seasonally adjusted","10.2"
"Minnesota","Apr 1985","seasonally adjusted","5.9"
"Mississippi","Apr 1985","seasonally adjusted","10.3"
"Missouri","Apr 1985","seasonally adjusted","6.8"
"Montana","Apr 1985","seasonally adjusted","7.6"
"Nebraska","Apr 1985","seasonally adjusted","5.1"
"Nevada","Apr 1985","seasonally adjusted","8"
"New Hampshire","Apr 1985","seasonally adjusted","4"
"New Jersey","Apr 1985","seasonally adjusted","5.7"
"New Mexico","Apr 1985","seasonally adjusted","8.4"
"New York","Apr 1985","seasonally adjusted","6.7"
"North Carolina","Apr 1985","seasonally adjusted","5.9"
"North Dakota","Apr 1985","seasonally adjusted","5.7"
"Ohio","Apr 1985","seasonally adjusted","8.8"
"Oklahoma","Apr 1985","seasonally adjusted","7.2"
"Oregon","Apr 1985","seasonally adjusted","9.2"
"Pennsylvania","Apr 1985","seasonally adjusted","8.2"
"Rhode Island","Apr 1985","seasonally adjusted","4.9"
"South Carolina","Apr 1985","seasonally adjusted","6.7"
"South Dakota","Apr 1985","seasonally adjusted","4.9"
"Tennessee","Apr 1985","seasonally adjusted","8"
"Texas","Apr 1985","seasonally adjusted","6.8"
"Utah","Apr 1985","seasonally adjusted","6.2"
"Vermont","Apr 1985","seasonally adjusted","4.9"
"Virginia","Apr 1985","seasonally adjusted","5.6"
"Washington","Apr 1985","seasonally adjusted","8.6"
"West Virginia","Apr 1985","seasonally adjusted","13.7"
"Wisconsin","Apr 1985","seasonally adjusted","7.2"
"Wyoming","Apr 1985","seasonally adjusted","6.5"
"Alabama","Apr 1985","not seasonally adjusted","8.7"
"Alaska","Apr 1985","not seasonally adjusted","10.5"
"Arizona","Apr 1985","not seasonally adjusted","5.7"
"Arkansas","Apr 1985","not seasonally adjusted","8.5"
"California","Apr 1985","not seasonally adjusted","7.2"
"Colorado","Apr 1985","not seasonally adjusted","5.8"
"Connecticut","Apr 1985","not seasonally adjusted","4.9"
"Delaware","Apr 1985","not seasonally adjusted","5.5"
"District of Columbia","Apr 1985","not seasonally adjusted","8.1"
"Florida","Apr 1985","not seasonally adjusted","5.7"
"Georgia","Apr 1985","not seasonally adjusted","6.4"
"Hawaii","Apr 1985","not seasonally adjusted","5.1"
"Idaho","Apr 1985","not seasonally adjusted","8.4"
"Illinois","Apr 1985","not seasonally adjusted","9.1"
"Indiana","Apr 1985","not seasonally adjusted","7.9"
"Iowa","Apr 1985","not seasonally adjusted","7.7"
"Kansas","Apr 1985","not seasonally adjusted","4.9"
"Kentucky","Apr 1985","not seasonally adjusted","8.7"
"Louisiana","Apr 1985","not seasonally adjusted","10.8"
"Maine","Apr 1985","not seasonally adjusted","6.1"
"Maryland","Apr 1985","not seasonally adjusted","4.4"
"Massachusetts","Apr 1985","not seasonally adjusted","3.8"
"Michigan","Apr 1985","not seasonally adjusted","10.2"
"Minnesota","Apr 1985","not seasonally adjusted","6.2"
"Mississippi","Apr 1985","not seasonally adjusted","10"
"Missouri","Apr 1985","not seasonally adjusted","6.7"
"Montana","Apr 1985","not seasonally adjusted","8"
"Nebraska","Apr 1985","not seasonally adjusted","5"
"Nevada","Apr 1985","not seasonally adjusted","7.8"
"New Hampshire","Apr 1985","not seasonally adjusted","3.9"
"New Jersey","Apr 1985","not seasonally adjusted","5.7"
"New Mexico","Apr 1985","not seasonally adjusted","8.1"
"New York","Apr 1985","not seasonally adjusted","6.6"
